,Dish,Meta,URL,Pic,Ingredients,Quantities,times
374,LINGUINE CARBONARA,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/linguine-carbonara,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/59970c06ebbd1a09cdcfbf58/1567436592717/16722638_258938927877053_6100059200624663669_o.jpg,"200g Block of Parmesan - £2.00
300g of Smoked Streaky Bacon - £2.00
Garlic - £0.30
6 Eggs - £1.00
500g of Linguine - £0.59
Total Cost – £6.59 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 20 MINUTES
375,ROASTED PEPPER & CHORIZO ORZO,DINNER PARTY MOB,http://www.mobkitchen.co.uk/recipes/roasted-pepper-chorizo-orzo,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/59970ce86b8f5bf88b2e64f1/1567436600839/16681698_262731800831099_1155458721093206876_n.jpg,"Bunch of Parsley - £0.70
Bunch of Basil - £0.70
Red Chillies - £0.60
Garlic - £0.30
4 Peppers (NOT GREEN) - £2.00
Cherry Tomatoes - £0.90
500g of Passata - £0.50
500g of Orzo - £1.70
225g of Chorizo - £2.00
Total Cost – £9.40 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 30 MINUTES
376,CHORIZO SHAKSHUKA,BRUNCH MOB,http://www.mobkitchen.co.uk/recipes/chorizo-shakshuka,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/59970e42f14aa122b4dd3cf0/1567436609804/15800502_237269633377316_7216224550358418540_o.jpg,"Feta - £1.20
1 Bunch of Parsley - £0.70
1 Brown Onion - £0.16
2 Peppers - £1.00
Red Chillies - £0.60
Garlic - £0.30
Chorizo - £2.50
10 Eggs - £1.50
Tinned Tomatoes - £1.90
Total Cost – £9.86 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 1 HOUR 10 MINUTES
377,HOMEMADE LAMB BURGERS,FAKEAWAY MOB,http://www.mobkitchen.co.uk/recipes/homemade-lamb-burgers,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/59970f78d7bdceeb0f5eafed/1567436620156/17156205_267420367028909_483690683810262620_n.jpg,"Plain Yoghurt - £1.00
200g of Feta - £1.20
Garlic - £0.30
1 Onion - £0.16
Cumin - £0.85
Mint - £0.70
Pomegranate - £1.25
Parsley - £0.70
Lemon - £0.30
Lamb Mince - £3.00
Ciabatta Rolls - £0.54
Total Cost – £10.00 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 45 MINUTES
378,"ZINGY CHICKEN, SWEETCORN & BLACK BEAN SALAD",SALAD MOB,http://www.mobkitchen.co.uk/recipes/zingy-chicken-sweetcorn-black-bean-salad,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5997103203596e6169ddc2bc/1567436629640/17800132_281502645620681_4300213104733488239_n.jpg,"3 Peppers (Red, Orange or Yellow) - £1.00
Red Chillies - £0.60
2 Limes - £0.30
Bunch of Coriander - £0.70
Whole Chicken - £3.50
2 Corn on the Cobs - £1.50
400g Black Beans - £0.75
Cucumber - £0.50
1 Red Onion - £0.17
Total Cost – £9.32 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 1 HOUR 20 MINUTES
379,DECONSTRUCTED SALAMI PIZZA,FAKEAWAY MOB,http://www.mobkitchen.co.uk/recipes/deconstructed-salami-pizza,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599710edc534a546367bd47c/1567436640125/17353166_275184806252465_6094498429819542088_n.jpg,"2 x 150g Balls of Mozzarella - £1.40
Loaf of Ciabatta - £1.50
Crushed Chillies - £0.85
Salami - £1.70
Garlic - £0.30
Bunch of Basil - £0.70
12 Vine Tomatoes - £1.85
Balsamic Vinegar - £1.00
Total Cost – £9.55 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 1 HOUR
380,STICKY MISO CHICKEN & MISO RICE,ASIAN MOB,http://www.mobkitchen.co.uk/recipes/sticky-miso-chicken-miso-rice,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/59971183a5790ac3a3556494/1567436648364/17309372_272046489899630_8412223277564041188_n.jpg,"500g of Long Grain Rice - £0.99
1 Bunch of Coriander - £0.70
320g of Chicken Breast - £3.00
Honey - £0.99
Toasted Sesame Oil - £1.60
Ginger - £0.54
Itsu Miso Soup - £2.00
Total Cost – £9.82 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 45 MINUTES
381,SAUSAGE RATATOUILLE TRAYBAKE,SPEEDY MOB,http://www.mobkitchen.co.uk/recipes/sausage-ratatouille-traybake,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599d269ef5e23185fde1eda0/1567436658508/16402926_252133628557583_5575190899514164418_o.jpg,"Garlic - £0.30
2 Red Onions - £0.33
Bay Leaves - £0.70
Rosemary - £0.70
2 Red Peppers - £1.00
2 Courgettes - £0.76
1 Tin Chopped Tomatoes - £0.31
12 Sausages - £5.00
Total Cost – £9.10 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 55 MINUTES
382,SHREDDED ROAST CHICKEN & ASIAN SLAW SALAD,SALAD MOB,http://www.mobkitchen.co.uk/recipes/shredded-roast-chicken-asian-slaw-salad,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599d27458419c2d82c871777/1567436673820/16997908_265947673842845_4410979069974586012_n.jpg,"Soy Sauce - £1.19
Ginger - £0.36
A Bunch of Coriander - £0.70
2 Limes - £0.60
Toasted Sesame Oil - £1.60
Medium Chicken - £3.00
8 Raw Beetroots - £1.75
8 Carrots - £0.45
Total Cost – £9.65 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 1 HOUR
383,"CHICKEN, PEPPER & ALMOND TRAYBAKE",SPEEDY MOB,http://www.mobkitchen.co.uk/recipes/chicken-pepper-almond-traybake,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599d281446c3c4da007b9041/1567436666279/DSC00006.JPG,"100g Flaked Almonds - £1.15
2 Sweet Potatoes - £0.66
1 Lemon - £0.35
1 Bunch Coriander - £0.70
Smoked Paprika - £0.85
Ground Cumin - £0.85
Garlic - £0.30
2 Peppers - £1.00
2 Red Onions - £0.33
Chicken Thighs - £3.00
Total Cost – £9.19 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 1 HOUR
384,SWEET POTATO AND AUBERGINE CURRY,FAKEAWAY MOB,http://www.mobkitchen.co.uk/recipes/sweet-potato-and-aubergine-curry,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599d29973e00bec7b80c3c78/1567436681038/IMG_3153.JPG,"2 Aubergines - £1.30
2 Brown Onions - £0.32
Ginger - £0.27
2 Sweet Potatoes - £0.66
Garlic - £0.30
Spinach - £1.00
Coriander - £0.70
Yeo Valley Yoghurt - £1.50
Cumin - £0.85
Turmeric - £0.85
Cayenne Pepper - £0.85
Chickpeas - £0.50
Chopped Tomatoes - £0.70
Total Cost: £9.80 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 1 HOUR 20 MINUTES
385,MOROCCAN STYLE CHICKEN & CHICKPEA TRAYBAKE,SPEEDY MOB,http://www.mobkitchen.co.uk/recipes/moroccan-style-chicken-chickpea-traybake,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599d2a31d55b41d7e6489690/1567436692395/IMG_3749.JPG,"Carrots - £0.45
Cherry Tomatoes - £1.00
400g Chickpeas - £1.00
1 Bunch Coriander - £0.70
Chicken Thighs - £3.30
Cumin - £0.85
Smoked Paprika - £0.85
Total Cost – £7.85 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 55 MINUTES
386,STEAMED SALMON & CRUSHED PEAS,SPEEDY MOB,http://www.mobkitchen.co.uk/recipes/steamed-salmon-crushed-peas,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599d2aec15d5dbedc71be23f/1567436701299/Salmon%2Band%2BCrushed%2BPeas.JPG,"4 Salmon Fillets - £7.00
1KG Frozen Petit Pois - £1.50
1 Lemon - £0.30
1 Bunch of Mint - £0.70
Total Cost – £9.50 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 15 MINUTES
387,COD WRAPPED IN PARMA HAM WITH ASPARAGUS,DINNER PARTY MOB,http://www.mobkitchen.co.uk/recipes/cod-wrapped-in-parma-ham-with-asparagus,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599d2b78f43b55abc07a3f68/1567436709793/IMG_3340.JPG,"New Potatoes - £1.00
250g of Asparagus - £1.80
1 Bunch of Rosemary - £0.70
1 Lemon - £0.30
1 Punnet of Cherry Tomatoes - £1.00
Parma Ham - £1.00
Frozen Cod Fillets - £3.70
Total Cost – £9.55 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 50 MINUTES
388,GIANMARCO'S PORCINI RISOTTO,DINNER PARTY MOB,http://www.mobkitchen.co.uk/recipes/gianmarcos-porcini-risotto,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599d2c0aebbd1a48b813806c/1567436718565/17499167_278207882616824_909452266196186903_n.jpg,"Celery - £0.55
Vegetable Stock Cubes - £0.30
Salted Butter - £1.09
1 Bunch of Flat Leaf Parsley - £0.70
100g of Parmesan - £2.00
40g of Dried Porcini Mushrooms
250g of Chestnut Mushrooms - £1.00
1 Brown Onion - £0.16
500g of Risotto Rice (Arborio or Carnaroli) - £1.10
Total Cost – £9.89 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 50 MINUTES
389,STICKY CHINESE CHICKEN TRAYBAKE,SPEEDY MOB,http://www.mobkitchen.co.uk/recipes/sticky-chinese-chicken-traybake,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599d2cc3e4fcb56125329701/1567436729511/FB%2BTHUMBNAIL.JPG,"1 Whole Broccoli - £0.45
1 Bunch of Coriander - £0.70
2 Limes - £0.60
100g of Sesame Seeds - £0.85
Chinese Five-Spice - £0.85
8 Chicken Thighs - £3.00
Clear Runny Honey - £0.99
Soy Sauce - £1.30
Spring Onions - £0.49
Total Cost – £9.23 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 1 HOUR
390,"KALE, GOAT'S CHEESE & SPINACH FRITTATA",BRUNCH MOB,http://www.mobkitchen.co.uk/recipes/kale-goats-cheese-spinach-frittata,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599d2dd69f745681a73e7eda/1567436737769/IMG_3148.JPG,"Sourdough Loaf - £1.50
Garlic - £0.30
Chilli Flakes - £0.85
1 Bunch of Flat Leaf Parsley - £0.70
Goat’s Cheese - £1.50
10 Eggs - £1.50
200 Grams of Spinach - £1.00
200 Grams of Curly Kale - £1.00
Total Cost – £8.35 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 30 MINUTES
391,"SAUSAGE, BUTTERNUT SQUASH & KALE TRAYBAKE",COMFORT MOB,http://www.mobkitchen.co.uk/recipes/sausage-butternut-squash-kale-traybake,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599d31e2bebafbcd8c685620/1567436745738/Sausage%2Band%2BButternut%2BSquash%2BTray%2BBake%2BClose%2BUp.JPG,"Chilli Flakes - £0.85
2 Red Onions - £0.33
Rosemary - £0.70
1 Lemon - £0.35
200g of Curly Kale - £1.00
Chipolatas - £2.50
2 Butternut Squash - £3.00
Total Cost – £8.73 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 45 MINUTES
392,GREEN EGGS & HAM,BRUNCH MOB,http://www.mobkitchen.co.uk/recipes/green-eggs-ham,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599d3153c534a56d05e04fc0/1567436753429/Mob%2BKitchen%2527s%2BGreen%2BEggs%2Band%2BHam.JPG,"250g of Asparagus - £1.50
1kg of Petit Pois - £1.50
8 Eggs - £1.50
1 Bunch of Mint - £0.70
1 Bunch of Parsley - £0.70
Garlic - £0.30
3 Big Handfuls of Kale - £1.00
3 Big Handfuls of Spinach - £1.00
Parma Ham - £1.40
Total Cost – £9.60 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 25 MINUTES
393,PADDY'S DAY BEEF & ALE STEW,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/paddys-day-beef-ale-stew,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599d327b03596eabe922b59a/1567436763321/IMG_4020.JPG,"600g of Diced Beef - £5.00
Colman’s English Mustard - £0.85
500g of Pearl Barley - £0.55
Celery - £0.55
3 Carrots - £0.18
2 Onions - £0.32
1 Large Swede - £1.00
Chicken Stock - £0.30
1 Bunch of Thyme - £0.70
440ml Ale - £0.55
Total Cost – £10.00 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 3 HOURS 30 MINUTES
394,HALLOUMI & ROAST VEG PITTA POCKETS,VEGGIE MOB,http://www.mobkitchen.co.uk/recipes/halloumi-roast-veg-pitta-pockets,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599d334d579fb3102efcc3e8/1567436772529/17424909_274365943001018_1592578832556806667_n.jpg,"1 Aubergine - £0.70
70g Rocket - £0.89
Bunch of Basil - £0.70
2 Courgettes - £0.76
6 Pittas - £0.50
4 Peppers (Red, Orange or Yellow. NOT Green.) - £2.00
500g of Halloumi - £4.00
Total Cost – £9.55 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 45 MINUTES
395,STICKY MISO AUBERGINES,VEGGIE MOB,http://www.mobkitchen.co.uk/recipes/sticky-miso-aubergines,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599d38899f745681a73edaf2/1567436780834/15895438_240572936380319_4086733336704398190_o.jpg,"500g Basmati Rice - £0.89
250ml Toasted Sesame Oil - £1.60
1 Jar Runny Honey - £0.99
Itsu Miso Soup Paste (3 Sachets) - £2.00
1 Bunch Spring Onions - £0.49
4 Aubergines - £2.80
Total Cost – £9.62 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 1 HOUR 10 MINUTES
396,HOMEMADE CHICKEN FAJITAS WITH HOMEMADE GUACAMOLE,FAKEAWAY MOB,http://www.mobkitchen.co.uk/recipes/homemade-chicken-fajitas-with-homemade-guacamole,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599d4144be42d6b72a259044/1567436793261/IMG_4220.JPG,"Ground Cumin - £0.85
Smoked Paprika - £0.85
Bunch of Coriander - £0.70
1 Lime - £0.30
4 Peppers - £1.66
8 Skinless, Boneless Chicken Thighs - £2.50
1 Red Onion - £0.17
2 Large Avocados - £2.00
8 Multiseed Tortilla Wraps - £0.90
Total Cost – £9.93 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 40 MINUTES
397,APPLE & CINNAMON OVERNIGHT OATS,BRUNCH MOB,http://www.mobkitchen.co.uk/recipes/apple-cinnamon-overnight-oats,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599d41f96f4ca3955077a4b7/1567436803481/IMG_4161.JPG,"Plain Yoghurt - £1.65
2 Bananas - £0.26
Ground Cinnamon - £0.85
100g Almonds - £1.15
Apple Juice (Not From Concentrate) - £1.51
1 Red Apple - £0.32
1 Green Apple - £0.32
Jumbo Oats - £0.75
Almond Milk - £1.80
Total Cost – £8.71 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 12 HOURS
398,RICOTTA & PARMESAN STUFFED CHICKEN BREASTS,DINNER PARTY MOB,http://www.mobkitchen.co.uk/recipes/ricotta-parmesan-stuffed-chicken-breasts,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599eab748419c2b7f1ba78d4/1567436813992/Ricotta%2Band%2BParmesan%2BStuffed%2BChicken%2BBreasts.jpg,"1 Cube of Chicken Stock - £0.30
1 Bag of Grated Parmesan - £1.30
1 Bag of Cherry Tomatoes - £0.90
1 Bunch of Basil - £0.70
4 Chicken Breasts - £4.00
Ricotta - £1.20
500 Grams of Spelt - £1.60
Total Cost - £10.00 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 40 – 45 MINUTES
399,PESTO COURGETTI,VEGGIE MOB,http://www.mobkitchen.co.uk/recipes/pesto-courgetti,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599eaca8ebbd1a75971c11f7/1567436829679/_MG_7773.jpg,"1 Bag of Grated Parmesan - £1.30
1 Bunch of Mint - £0.70
1 Bunch of Basil - £0.70
3 Cloves of Garlic - £0.30
A Bag of Pine Nuts - £2.80
8 Courgettes - £3.02
1 Bag of Frozen Peas - £0.67
Total Cost - £9.49 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 40 MINUTES
400,MEDITERRANEAN STYLE STUFFED BUTTERNUT SQUASH,VEGGIE MOB,http://www.mobkitchen.co.uk/recipes/mediterranean-style-stuffed-butternut-squash,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599ead3bf9a61e5bdb7b005a/1567436842102/IMG_0804.JPG,"1 Bag of Pumpkin Seeds - £0.85
1 Jar of Pitted Black Olives - £0.75
1 Jar of Sun-dried Tomatoes - £1.75
2 Courgettes - £0.76
1 Bunch of Basil - £0.70
3 Cloves of Garlic - £0.30
Feta - £1.20
4 Butternut Squashes - £3.60
Total Cost - £9.91 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 1 HOUR
401,ROASTED BUTTERNUT SQUASH & PEARL BARLEY RISOTTO,VEGGIE MOB,http://www.mobkitchen.co.uk/recipes/roasted-butternut-squash-pearl-barley-risotto,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599eaeaf914e6b73b9a22811/1567436852015/IMG_3519.JPG,"100g of Pine Nuts - £2.80
Butternut Squash- £0.90
Vegetable Stock Cubes - £0.30
125g of Goat’s Cheese - £1.50
1 Brown Onion - £0.16
Garlic - £0.30
1 Lemon - £0.30
1 Bunch of Thyme - £0.70
1 Bunch of Sage - £0.70
500g of Pearl Barley - £0.55
Total Cost – £8.21 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 1 HOUR
402,BEETROOT RISOTTO,VEGGIE MOB,http://www.mobkitchen.co.uk/recipes/beetroot-risotto,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599eb09c6f4ca3898d8d7d72/1567436910781/IMG_0755.JPG,"3 Garlic Cloves - £0.30
2 Brown Onions - £0.37
100g of Parmesan - £2.00
7 Beetroots - £3.50
500g of Arborio Rice - £1.10
1 Pack of Butter - £0.85
Total Cost: £7.99 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 50 MINUTES
403,VEGETABLE FRITTERS (3 WAYS) WITH TZATZIKI,VEGGIE MOB,http://www.mobkitchen.co.uk/recipes/vegetable-fritters-3-ways-with-tzatziki,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/599eb21ea803bbe4211c3ec0/1567436920876/IMG_1464.JPG,"Lemon - £0.35
Cucumber - £0.42
Greek Yoghurt - £1.00
10 Eggs - £1.00
Coriander - £0.70
5 Carrots - £0.30
4 Corn on the Cob - £2.00
Spring Onions - £0.98
5 Courgettes - £1.89
Self-Raising Flour - £0.80
Total Cost - £9.44 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 55 MINUTES
